RUNTIMES, PLATFORM, TIMES, MS, TIMES/S, N, COMPLITE,
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9917, 0.20167389331451044, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3841, 5000, 768.2, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 7836, 0.12761613067891783, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 2, 10063, 0.19874788830368678, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6700, 0.2985074626865672, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9679, 0.20663291662361816, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7592, 0.13171759747102213, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 140, 5033, 27.81641168289291, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8153, 0.24530847540782533, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 87, 5023, 17.3203264981087, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 140, 5021, 27.882891854212307, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 254, 5017, 50.627865258122384, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1427, 5002, 285.2858856457417, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 68, 5007, 13.580986618733773, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1198, 5000, 239.6, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 39585, 0.025262094227611467, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9908, 0.20185708518368994, True
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), native, 2059, 5002, 411.63534586165537, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), gnome, 71, 5045, 14.073339940535183, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), shaker, 34, 5014, 6.781013163143199, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), comb, 4492, 5000, 898.4, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), fshell, 41, 5066, 8.093170153967627, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), select, 31, 5137, 6.034650574265135, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), merge, 2876, 5000, 575.2, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), quick, 4218, 5000, 843.6, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bubble, 30, 5045, 5.946481665014866, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bucket, 4137, 5000, 827.4, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), heap, 2249, 5000, 449.79999999999995, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), insert, 143, 5024, 28.463375796178344, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), radix, 2323, 5001, 464.5070985802839, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), pigeon, 34571, 5000, 6914.2, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bogo, 5, 5673, 0.8813678829543451, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), sleep, 2, 9920, 0.20161290322580644, true
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), native, 8865, 5000, 1773, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bubble, 37, 5072, 7.294952681388012, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), select, 42, 5088, 8.254716981132075, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), insert, 179, 5002, 35.78568572570972, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), gnome, 115, 5022, 22.899243329350856, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), shaker, 46, 5061, 9.089112823552659, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), comb, 5292, 5000, 1058.4, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), fshell, 78, 5008, 15.575079872204473, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), heap, 4284, 5001, 856.628674265147, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), merge, 4321, 5000, 864.1999999999999, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), quick, 6239, 5000, 1247.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bucket, 7238, 5000, 1447.6, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), radix, 2124, 5000, 424.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), pigeon, 28493, 5000, 5698.599999999999, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bogo, 8, 6561, 1.2193263222069808, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), sleep, 2, 9909, 0.20183671409829448, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 4059, 5000, 811.8, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 19, 5041, 3.7690934338424915, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 23, 5125, 4.48780487804878, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 7841, 0.2550695064405051, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 7853, 0.25467974022666495, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 17, 5227, 3.25234360053568, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 2540, 5000, 508.0, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 1, 12453, 0.08030193527664017, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 650, 5003, 129.92204677193683, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 1592, 5000, 318.40000000000003, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 1881, 5002, 376.04958016793285, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 2619, 5002, 523.5905637744902, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 623, 5000, 124.60000000000001, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 16599, 5000, 3319.7999999999997, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 5, 5453, 0.9169264624977076, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9926, 0.20149103364900262, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3822, 5000, 764.4, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 7826, 0.1277791975466394, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 2, 10024, 0.19952114924181966, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6656, 0.3004807692307693, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9693, 0.2063344681729083, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7598, 0.13161358252171623, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 138, 5003, 27.583449930041972, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8069, 0.24786218862312553, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 87, 5012, 17.35833998403831, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 141, 5031, 28.026237328562907, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 254, 5009, 50.70872429626672, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1422, 5001, 284.34313137372527, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 68, 5040, 13.492063492063492, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1183, 5003, 236.45812512492503, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 39811, 0.02511868579035945, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9900, 0.20202020202020202, True
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), native, 2070, 5001, 413.9172165566887, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), gnome, 71, 5025, 14.129353233830846, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), shaker, 34, 5023, 6.7688632291459285, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), select, 31, 5139, 6.0323020042809885, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bubble, 30, 5074, 5.912495072920773, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), comb, 4481, 5000, 896.2, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), insert, 143, 5023, 28.469042404937287, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), fshell, 41, 5068, 8.08997632202052, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), heap, 2243, 5001, 448.51029794041193, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), radix, 2308, 5001, 461.50769846030795, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), pigeon, 34640, 5000, 6928, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bucket, 4034, 5000, 806.8, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), merge, 2870, 5000, 574, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), quick, 4222, 5000, 844.4000000000001, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bogo, 5, 5694, 0.8781173164734809, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), sleep, 2, 9908, 0.20185708518368994, true
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), native, 8948, 5000, 1789.6000000000001, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bubble, 29, 5171, 5.608199574550377, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), select, 34, 5080, 6.692913385826771, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), insert, 180, 5026, 35.813768404297655, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), gnome, 115, 5007, 22.967845016976234, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), shaker, 42, 5079, 8.269344359125812, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), comb, 5319, 5000, 1063.8000000000002, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), fshell, 82, 5050, 16.237623762376238, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), heap, 4293, 5000, 858.6, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), merge, 4295, 5000, 859, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), quick, 6211, 5000, 1242.2, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bucket, 7254, 5000, 1450.8000000000002, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), radix, 2182, 5001, 436.31273745250945, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), pigeon, 28445, 5000, 5689, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bogo, 8, 6525, 1.2260536398467432, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), sleep, 2, 9914, 0.2017349203147065, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 4059, 5000, 811.8, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 19, 5044, 3.766851704996035, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 23, 5140, 4.474708171206226, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 7827, 0.25552574421873003, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 7801, 0.25637738751442124, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 17, 5037, 3.375024816358944, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 2683, 5000, 536.5999999999999, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 1, 12402, 0.08063215610385421, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 707, 5004, 141.28697042366107, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 1593, 5000, 318.6, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 1904, 5000, 380.8, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 2574, 5001, 514.6970605878824, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 645, 5005, 128.87112887112886, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 17962, 5000, 3592.4, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 5, 5306, 0.9423294383716547, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9933, 0.20134903855834088, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3839, 5000, 767.8000000000001, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 7856, 0.12729124236252545, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 1, 5081, 0.196811651249754, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6641, 0.3011594639361542, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9690, 0.20639834881320948, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7611, 0.1313887793982394, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 140, 5022, 27.877339705296695, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8102, 0.24685262898049865, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 87, 5034, 17.28247914183552, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 141, 5024, 28.06528662420382, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 251, 5001, 50.18996200759848, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1413, 5003, 282.43054167499497, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 69, 5042, 13.685045616818723, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1192, 5003, 238.2570457725365, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 39715, 0.02517940324814302, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9907, 0.20187746038154838, True
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), native, 2071, 5001, 414.11717656468704, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), gnome, 71, 5024, 14.132165605095542, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), shaker, 34, 5009, 6.787781992413655, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), comb, 4504, 5000, 900.8000000000001, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), fshell, 41, 5072, 8.083596214511042, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bubble, 30, 5021, 5.9749053973312085, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), merge, 2889, 5001, 577.6844631073785, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), quick, 4232, 5000, 846.4000000000001, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bucket, 4110, 5000, 822, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), radix, 2329, 5000, 465.8, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), pigeon, 34624, 5000, 6924.8, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), insert, 143, 5032, 28.418124006359303, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), select, 31, 5124, 6.049960967993755, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), heap, 2247, 5001, 449.3101379724055, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bogo, 5, 5639, 0.8866820358219542, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), sleep, 2, 9921, 0.20159258139300473, true
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), native, 8980, 5000, 1796, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bubble, 29, 5132, 5.6508183943881525, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), select, 34, 5094, 6.674519042010208, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), insert, 180, 5017, 35.87801474985051, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), gnome, 116, 5040, 23.015873015873016, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), shaker, 47, 5068, 9.273875295974744, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), comb, 5332, 5000, 1066.4, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), fshell, 114, 5021, 22.704640509858596, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), heap, 4274, 5000, 854.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), merge, 4262, 5001, 852.2295540891822, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), quick, 6231, 5000, 1246.2, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bucket, 7237, 5000, 1447.4, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), radix, 2031, 5001, 406.1187762447511, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), pigeon, 28337, 5000, 5667.4, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bogo, 8, 6597, 1.2126724268606943, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), sleep, 2, 9910, 0.20181634712411706, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 4057, 5000, 811.4, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 19, 5022, 3.783353245718837, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 23, 5132, 4.481683554169914, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 7798, 0.25647601949217746, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 7864, 0.25432349949135297, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 17, 5044, 3.3703409992069786, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 2661, 5000, 532.2, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 1, 12278, 0.0814464896562958, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 600, 5006, 119.85617259288853, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 1585, 5002, 316.87325069972013, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 1872, 5001, 374.3251349730054, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 2533, 5000, 506.6, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 648, 5003, 129.52228662802318, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 17615, 5000, 3523.0, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 5, 5316, 0.9405568096313017, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9937, 0.20126798832645668, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3837, 5000, 767.4, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 7852, 0.1273560876209883, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 2, 9991, 0.20018016214593135, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6678, 0.2994908655286014, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9673, 0.20676108756332057, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7601, 0.13156163662675965, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 139, 5011, 27.738974256635405, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8114, 0.24648755237860487, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 88, 5050, 17.425742574257427, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 141, 5034, 28.009535160905838, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 253, 5005, 50.54945054945055, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1426, 5002, 285.08596561375447, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 67, 5016, 13.35725677830941, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1195, 5002, 238.9044382247101, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 39750, 0.025157232704402517, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9911, 0.20179598425991324, True
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), native, 2070, 5000, 414, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), gnome, 71, 5026, 14.126541981695185, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), shaker, 34, 5010, 6.786427145708583, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), comb, 4495, 5000, 899, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), fshell, 41, 5068, 8.08997632202052, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), heap, 2242, 5000, 448.40000000000003, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), insert, 143, 5028, 28.44073190135243, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bubble, 30, 5051, 5.93941793704217, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bucket, 4098, 5000, 819.6, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), merge, 2883, 5000, 576.6, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), pigeon, 34613, 5000, 6922.6, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), radix, 2327, 5000, 465.4, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), quick, 4210, 5000, 842, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), select, 31, 5138, 6.033476060724017, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bogo, 5, 5676, 0.8809020436927414, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), sleep, 2, 9909, 0.20183671409829448, true
