RUNTIMES, PLATFORM, TIMES, MS, TIMES/S, N, COMPLITE,
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), native, 8965, 5000, 1793, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bubble, 29, 5144, 5.637636080870918, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), select, 43, 5104, 8.424764890282132, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), insert, 180, 5014, 35.899481451934584, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), gnome, 115, 5012, 22.944932162809256, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), shaker, 42, 5001, 8.398320335932814, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), comb, 5287, 5000, 1057.3999999999999, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), fshell, 78, 5028, 15.513126491646778, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), heap, 4279, 5000, 855.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), merge, 4293, 5001, 858.4283143371326, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), quick, 6262, 5000, 1252.3999999999999, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bucket, 7241, 5000, 1448.1999999999998, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), radix, 2133, 5000, 426.59999999999997, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), pigeon, 28216, 5000, 5643.2, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bogo, 8, 6555, 1.2204424103737606, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), sleep, 2, 9907, 0.20187746038154838, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 4063, 5000, 812.6, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 19, 5030, 3.7773359840954273, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 23, 5135, 4.47906523855891, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 7874, 0.254000508001016, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 7901, 0.25313251487153526, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 17, 5034, 3.377036154151768, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 2711, 5001, 542.0915816836632, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 1, 12535, 0.07977662544874352, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 708, 5016, 141.14832535885165, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 1597, 5001, 319.3361327734453, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 1878, 5001, 375.5248950209958, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 2617, 5000, 523.4, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 645, 5009, 128.76821720902376, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 18391, 5000, 3678.2, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 5, 5355, 0.9337068160597572, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9919, 0.20163322915616494, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3822, 5000, 764.4, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 7823, 0.1278281989006775, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 2, 10018, 0.19964064683569574, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6656, 0.3004807692307693, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9707, 0.2060368806016277, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7596, 0.13164823591363875, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 140, 5027, 27.84961209468868, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8065, 0.24798512089274644, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 87, 5011, 17.361804031131513, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 141, 5027, 28.04853789536503, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 253, 5010, 50.49900199600798, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1421, 5000, 284.2, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 65, 5054, 12.861100118717847, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1197, 5001, 239.35212957408518, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 40066, 0.024958817950381868, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9897, 0.2020814388198444, True
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), native, 2069, 5002, 413.6345461815274, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), gnome, 71, 5033, 14.106894496324259, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), shaker, 35, 5145, 6.802721088435374, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), comb, 4522, 5000, 904.4, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), fshell, 41, 5064, 8.096366508688783, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), heap, 2245, 5000, 449, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), insert, 143, 5031, 28.42377260981912, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), quick, 4211, 5000, 842.1999999999999, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bucket, 2148, 5001, 429.5140971805639, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), radix, 2292, 5002, 458.2167133146741, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), pigeon, 34477, 5000, 6895.400000000001, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), merge, 2888, 5000, 577.6, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bogo, 5, 5575, 0.8968609865470852, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bubble, 30, 5032, 5.961844197138316, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), select, 31, 5122, 6.0523233112065595, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), sleep, 2, 9921, 0.20159258139300473, true
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), native, 8954, 5000, 1790.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bubble, 37, 5074, 7.292077256602286, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), select, 43, 5096, 8.437990580847723, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), insert, 180, 5022, 35.842293906810035, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), gnome, 115, 5000, 23, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), shaker, 46, 5076, 9.062253743104806, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), comb, 5289, 5000, 1057.8000000000002, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), fshell, 78, 5017, 15.54713972493522, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), heap, 4289, 5000, 857.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), merge, 4319, 5000, 863.8000000000001, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), quick, 6258, 5000, 1251.6000000000001, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bucket, 7238, 5000, 1447.6, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), radix, 2132, 5000, 426.4, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), pigeon, 28633, 5000, 5726.6, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bogo, 8, 6548, 1.2217470983506415, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), sleep, 2, 9931, 0.2013895881582922, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 4045, 5000, 809.0, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 19, 5025, 3.781094527363184, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 26, 5066, 5.132254243979471, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 7958, 0.25131942699170645, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 7850, 0.25477707006369427, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 18, 5253, 3.426613363792119, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 2681, 5000, 536.2, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 1, 12266, 0.08152616990053807, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 725, 5005, 144.85514485514486, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 1584, 5000, 316.8, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 1852, 5002, 370.2518992403039, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 2563, 5000, 512.5999999999999, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 616, 5005, 123.07692307692308, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 17973, 5000, 3594.6, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 5, 5278, 0.9473285335354301, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9911, 0.20179598425991324, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3830, 5000, 766.0, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 7924, 0.12619888944977284, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 1, 5070, 0.1972386587771203, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6661, 0.3002552169343943, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9689, 0.20641965115078956, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7650, 0.13071895424836602, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 139, 5007, 27.76113441182345, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8175, 0.24464831804281348, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 86, 5029, 17.10081527142573, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 134, 5030, 26.640159045725646, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 242, 5014, 48.26485839648983, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1415, 5000, 283.0, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 69, 5032, 13.712241653418124, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1194, 5001, 238.75224955008997, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 41059, 0.024355196181105238, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9902, 0.20197939810139365, True
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), native, 2035, 5002, 406.8372650939624, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), gnome, 70, 5003, 13.991605036977814, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), shaker, 34, 5041, 6.7446935131918275, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), comb, 4513, 5000, 902.5999999999999, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), fshell, 41, 5070, 8.086785009861932, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), heap, 2241, 5001, 448.1103779244151, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), insert, 143, 5025, 28.457711442786067, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), quick, 4198, 5001, 839.4321135772846, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bucket, 4116, 5000, 823.2, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), radix, 2320, 5000, 464, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), pigeon, 34495, 5000, 6899, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bubble, 30, 5043, 5.948839976204639, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), select, 31, 5146, 6.024096385542169, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), merge, 2880, 5000, 576, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bogo, 5, 5838, 0.8564576909900651, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), sleep, 2, 9916, 0.20169423154497781, true
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), native, 8914, 5000, 1782.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bubble, 29, 5173, 5.606031316450802, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), select, 42, 5099, 8.236909197881937, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), insert, 171, 5002, 34.186325469812076, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), gnome, 113, 5030, 22.46520874751491, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), shaker, 41, 5096, 8.04552590266876, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), comb, 5117, 5000, 1023.4000000000001, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), fshell, 75, 5007, 14.979029358897543, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), heap, 4266, 5000, 853.1999999999999, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), merge, 4075, 5000, 815, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), quick, 6001, 5000, 1200.2, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bucket, 7117, 5000, 1423.4, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), radix, 2025, 5000, 405, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), pigeon, 28176, 5000, 5635.2, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bogo, 8, 6800, 1.176470588235294, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), sleep, 2, 9927, 0.20147073637554144, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3964, 5000, 792.8, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 19, 5149, 3.6900369003690034, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 27, 5158, 5.234587049243893, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 7795, 0.25657472738935216, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 7909, 0.2528764698444809, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 17, 5121, 3.319664128099981, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 2696, 5000, 539.2, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 1, 12327, 0.08112273870365865, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 679, 5004, 135.69144684252598, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 1535, 5011, 306.32608261823987, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 1811, 5000, 362.20000000000005, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 2523, 5000, 504.6, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 623, 5001, 124.5750849830034, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 17728, 5002, 3544.1823270691725, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 5, 5329, 0.9382623381497466, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9916, 0.20169423154497781, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 3807, 5001, 761.24775044991, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 1, 7864, 0.12716174974567648, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 2, 10050, 0.1990049751243781, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 6672, 0.29976019184652275, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 9693, 0.2063344681729083, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 1, 7630, 0.1310615989515072, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 139, 5010, 27.744510978043913, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 2, 8100, 0.2469135802469136, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 87, 5022, 17.323775388291516, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 136, 5011, 27.140291359010178, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 246, 5004, 49.16067146282973, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 1417, 5003, 283.2300619628223, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 66, 5007, 13.181545835829839, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 1193, 5001, 238.5522895420916, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 1, 41034, 0.02437003460544914, True
Python/Python 3.10.0 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9907, 0.20187746038154838, True
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), native, 2071, 5000, 414.2, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), gnome, 71, 5020, 14.143426294820717, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), shaker, 34, 5009, 6.787781992413655, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), comb, 4511, 5000, 902.2, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), fshell, 41, 5096, 8.04552590266876, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), heap, 2230, 5002, 445.8216713314674, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), merge, 2868, 5000, 573.6, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), quick, 4202, 5001, 840.2319536092782, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bucket, 4080, 5000, 816, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bubble, 30, 5039, 5.953562214725144, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), pigeon, 34515, 5000, 6903, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), select, 31, 5117, 6.058237248387727, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), insert, 143, 5026, 28.452049343414245, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), radix, 2314, 5000, 462.8, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), bogo, 5, 5600, 0.8928571428571428, true
TypeScript/Node.js v16.12.0 (x64), Windows_NT 10.0.19042 (x64), sleep, 2, 9905, 0.20191822311963656, true
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), native, 8694, 5000, 1738.8, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bubble, 28, 5107, 5.482670843939691, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), select, 34, 5110, 6.653620352250489, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), insert, 179, 5007, 35.749950069902134, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), gnome, 114, 5014, 22.736338252891905, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), shaker, 41, 5016, 8.17384370015949, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), comb, 5299, 5000, 1059.8000000000002, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), fshell, 80, 5059, 15.813401858074716, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), heap, 4240, 5000, 848, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), merge, 4290, 5000, 858, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), quick, 6133, 5000, 1226.6, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bucket, 7181, 5000, 1436.1999999999998, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), radix, 2172, 5000, 434.40000000000003, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), pigeon, 28148, 5000, 5629.6, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), bogo, 8, 6571, 1.2174707046111701, True
C#/.NET 5.0.11 (X64), Microsoft Windows NT 10.0.19042.0 (X64), sleep, 2, 9912, 0.20177562550443906, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), native, 4003, 5000, 800.6, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bubble, 19, 5055, 3.758654797230465, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), select, 23, 5145, 4.470359572400389, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), insert, 2, 7835, 0.2552648372686662, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), gnome, 2, 7949, 0.2516039753428104, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), shaker, 17, 5085, 3.343166175024582, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), comb, 2634, 5000, 526.8000000000001, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), fshell, 1, 12455, 0.08028904054596547, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), heap, 606, 5004, 121.1031175059952, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), merge, 1584, 5000, 316.8, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), quick, 1855, 5001, 370.9258148370326, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bucket, 2513, 5000, 502.6, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), radix, 641, 5013, 127.86754438460005, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), pigeon, 17819, 5000, 3563.8, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), bogo, 5, 5286, 0.9458948164964056, True
Python/PyPy3 3.8.12 (64bit), Windows-10-10.0.19042-SP0 (AMD64), sleep, 2, 9933, 0.20134903855834088, True
